custormer_id,age,tenure_months,monthly_charges,Total_charges,support_calls,churn
296,47,19,44,5076,2,1
297,59,18,85,1313,1,1
298,52,1,44,1259,8,1
299,24,47,73,4750,0,1
300,33,66,52,4599,6,1
301,43,38,55,5087,4,1
302,65,51,114,7108,7,1
303,69,63,33,4797,3,1
304,66,4,84,6026,6,1
305,19,1,99,440,4,1
306,18,8,73,3928,4,1
307,65,29,71,2068,8,1
308,29,55,22,803,8,1
309,22,3,118,4513,8,1
310,54,32,60,6861,5,1
311,49,10,25,5582,5,1
312,26,34,44,2529,4,1
313,58,55,32,6476,8,1
314,52,32,117,1900,9,1
315,36,50,27,5563,7,1
316,65,7,40,5768,6,1
317,33,8,117,5012,6,1
318,20,65,87,4748,5,1
319,37,57,44,7796,4,1
320,41,67,98,955,3,1
321,71,59,87,1912,2,1
322,50,54,64,2966,2,1
323,41,67,79,3742,5,1
324,69,51,31,282,3,1
325,28,8,51,3212,5,1
326,66,34,115,5770,2,1
327,25,35,111,4592,3,1
328,53,32,32,5923,8,1
329,55,46,50,7022,4,1
330,57,16,97,1617,6,1
331,37,68,39,7926,9,1
332,52,37,37,5102,1,1
333,65,54,112,1456,4,1
334,42,14,79,2274,8,1
335,52,55,82,3729,2,1
336,42,48,25,3728,8,1
337,46,7,51,4196,5,1
338,35,7,112,3339,3,1
339,63,33,62,3791,6,1
340,35,23,21,118,7,1
341,19,19,79,3503,5,1
342,71,19,42,4779,4,1
343,52,36,102,4651,5,1
344,33,29,50,3104,4,1
345,58,60,24,6232,7,1
346,53,2,102,1232,0,1
347,50,1,53,3439,6,1
348,21,47,29,6688,9,1
349,50,69,108,3411,9,1
350,31,20,21,6148,1,1
351,38,11,30,3472,8,1
352,65,2,69,6845,0,1
353,37,67,50,6346,9,1
354,25,12,75,1087,5,1
355,24,20,98,3421,8,1
356,20,5,92,7720,0,1
357,34,37,106,4715,3,1
358,50,38,102,7420,3,1
359,65,9,28,5054,8,1
360,29,53,118,273,4,1
361,68,44,40,5562,4,1
362,39,24,92,3841,5,1
363,39,30,47,3152,0,1
364,63,59,81,6674,0,1
365,47,14,26,826,8,1
366,55,9,99,3860,2,1
367,55,40,35,5906,3,1
368,62,66,116,1975,0,1
369,68,25,23,7093,8,1
370,71,22,23,5877,7,1
371,25,4,59,4133,1,1
372,44,26,36,5543,7,1
373,44,58,71,1089,6,1
374,51,29,112,3844,5,1
375,38,37,71,2786,0,1
376,47,70,55,519,6,1
377,50,18,57,693,9,1
378,45,42,69,6728,6,1
379,64,41,82,7926,8,1
380,50,38,82,1874,0,1
381,22,34,81,2559,1,1
382,65,17,118,1035,8,1
383,36,37,26,5303,8,1
384,21,25,46,5332,5,1
385,52,27,111,3908,5,1
386,66,57,105,431,3,1
387,34,31,33,3549,3,1
388,61,6,90,2802,4,1
389,45,40,105,6284,2,1
390,47,12,24,4106,0,1
391,46,53,74,5989,0,1
392,63,71,21,5154,6,1
393,70,10,81,3968,0,1
394,23,45,110,4300,0,1
395,52,17,40,301,2,1
396,58,26,98,2597,9,1
397,54,62,40,1942,3,1
398,41,46,29,1966,3,1
399,46,64,106,2096,1,1
400,66,2,77,5485,0,1
401,63,54,58,1009,2,1
402,70,65,24,4405,3,1
403,48,51,84,4758,2,1
404,52,53,32,3289,7,1
405,50,36,104,6956,9,1
406,69,26,109,7644,0,1
407,38,29,104,7818,1,1
408,49,21,72,5759,6,1
409,40,11,101,870,3,1
410,50,40,64,3255,7,1
411,20,11,51,2601,2,1
412,35,36,55,2814,5,1
413,42,59,100,4824,8,1
414,59,39,118,3685,0,1
415,48,54,79,1728,0,1
416,71,55,30,5897,7,1
417,20,24,82,486,2,1
418,57,22,40,6131,4,1
419,63,69,71,3521,0,1
420,41,56,74,6539,4,1
421,67,33,45,6501,5,1
422,49,36,87,5300,7,1
423,64,20,53,4108,2,1
424,39,62,71,4193,2,1
425,40,26,101,4463,9,1
426,19,66,118,2566,8,1
427,44,40,112,2382,3,1
428,59,17,71,1956,3,1
429,19,1,48,7578,6,1
430,43,61,57,2098,1,1
431,34,43,61,7229,7,1
432,57,42,40,5576,5,1
433,50,25,61,1336,2,1
434,26,39,32,4769,8,1
435,60,35,83,4244,4,1
436,71,3,36,1250,7,1
437,65,44,28,4418,6,1
438,56,51,60,7164,7,1
439,46,12,20,7546,6,1
440,59,19,21,1531,2,1
441,43,44,79,5724,1,1
442,52,59,67,7561,6,1
443,67,49,48,1919,2,1
444,42,61,116,2424,2,1
445,41,17,29,5657,1,1
446,30,57,77,1230,3,1
447,24,55,79,5877,7,1
448,53,47,40,6663,0,1
449,62,12,47,2758,0,1
450,37,62,94,3600,4,1
451,18,8,53,474,4,1
452,25,21,27,2220,0,1
453,63,70,78,4120,5,1
454,33,25,105,2121,0,1
455,31,12,91,3805,4,1
456,29,15,68,5249,8,1
457,68,59,98,3359,4,1
458,40,26,36,3535,5,1
459,32,26,79,1989,7,1
460,45,47,106,1923,0,1
461,51,32,107,1574,1,1
462,19,10,64,2342,8,1
463,49,16,102,5375,2,1
464,40,71,88,3343,5,1
465,39,17,51,7090,4,1
466,68,23,63,5260,1,1
467,42,26,84,3234,6,1
468,39,7,106,2170,3,1
469,39,14,27,459,0,1
470,66,7,96,7342,3,1
471,69,9,91,6803,5,1
472,59,48,106,6915,6,1
473,23,59,62,2141,6,1
474,32,39,20,1241,6,1
475,71,18,70,1735,2,1
476,60,59,43,5599,5,1
477,54,17,118,4100,7,1
478,50,14,43,2043,3,1
479,25,31,36,4874,7,1
480,70,24,24,3461,1,1
481,61,60,39,6683,9,1
482,61,45,40,7935,8,1
483,22,3,77,3080,8,1
484,56,37,50,106,7,1
485,21,43,119,3367,9,1
486,23,40,30,6664,9,1
487,62,55,71,1691,0,1
488,49,39,34,5028,1,1
489,69,15,102,3364,5,1
490,47,4,26,2706,9,1
491,64,25,47,3319,4,1
492,52,13,70,6006,8,1
493,57,33,77,7936,4,1
494,69,16,24,3373,1,1
495,33,42,24,7711,9,1
496,30,66,113,1013,3,1
497,67,55,115,2111,8,1
498,59,42,27,1542,0,0
499,47,34,83,5646,0,1
500,36,30,29,3154,6,1
501,34,13,57,5698,2,1
502,36,13,115,3646,9,1
503,45,18,111,4321,1,1
504,43,32,100,6638,8,1
505,54,39,114,5012,2,1
506,43,46,27,3028,1,1
507,70,29,44,1929,7,1
508,40,62,92,675,9,1
509,26,62,85,6568,5,1
510,29,57,98,5611,5,1
511,70,16,69,1029,9,1
512,18,56,86,3859,6,1
513,18,10,68,3799,6,1
514,64,30,55,1563,5,1
515,51,25,87,3375,3,1
516,49,5,97,7753,8,1
517,71,65,60,5028,5,1
518,65,49,108,1154,3,1
519,42,3,81,7655,2,1
520,57,45,29,5844,3,1
521,62,14,40,2000,2,1
522,70,30,55,1557,1,1
523,18,68,31,7080,4,1
524,33,18,110,7169,1,1
525,56,62,21,1499,5,1
526,22,37,32,3515,2,1
527,39,25,72,542,5,1
528,46,48,51,3750,9,1
529,20,65,114,6318,8,1
530,29,53,35,4752,0,1
531,43,15,51,7933,5,1
532,33,49,51,1278,8,1
533,68,68,117,7697,3,1
534,54,12,30,6233,1,1
535,39,59,29,4558,3,1
536,46,37,34,6691,0,1
537,31,61,36,1357,2,1
538,45,43,59,3734,9,1
539,22,70,37,1941,8,1
540,64,39,74,2409,9,1
541,66,56,92,6046,4,1
542,47,63,44,6368,5,1
543,63,46,78,1010,2,1
544,69,11,97,4440,4,1
545,22,62,108,4737,7,1
546,29,25,41,4109,5,1
547,33,71,49,6728,3,1
548,43,52,103,2269,1,1
549,43,4,104,2272,8,1
550,65,59,63,5768,0,1
551,38,20,51,6413,0,1
552,56,63,70,223,3,1
553,53,54,65,7302,6,1
554,50,57,40,3258,0,1
555,47,41,118,6889,8,1
556,54,3,51,5927,3,1
557,40,6,113,885,2,1
558,27,5,58,6239,0,1
559,71,5,31,6444,9,1
560,22,54,66,2516,3,1
561,53,47,37,896,8,1
562,51,49,40,4272,9,1
563,69,9,32,4254,5,1
564,48,20,40,6674,5,1
565,27,61,27,6881,0,1
566,36,35,65,5719,9,1
567,49,50,26,2036,1,1
568,18,62,42,2256,5,1
569,22,17,115,3907,1,1
570,62,3,94,7251,2,1
571,21,32,105,1401,3,1
572,33,13,41,4263,4,1
573,41,68,108,3240,8,1
574,33,14,41,3336,3,1
575,19,11,111,7756,8,1
576,66,56,48,2452,9,1
577,45,67,32,2032,2,1
578,49,29,101,2821,7,1
579,44,9,21,464,0,1
580,37,67,48,5016,8,1
581,41,25,104,5598,8,1
582,29,42,98,2490,9,1
583,67,9,71,1046,1,1
584,52,40,46,7142,3,1
585,50,25,69,5773,7,1
586,50,5,114,1477,6,1
587,68,11,98,1539,0,1
588,60,59,42,3280,4,1
589,54,38,107,7830,6,1
590,29,5,63,4957,3,1
591,20,48,96,7764,0,1
592,18,18,41,440,8,1
593,50,70,62,3089,4,1
594,57,37,56,482,1,1
595,27,60,80,5199,7,1
596,60,48,116,1656,1,1
597,61,28,75,399,2,1
598,46,69,22,238,9,1
599,30,40,82,458,0,1
600,29,45,38,5031,1,1
601,48,62,42,1622,6,1
602,63,58,48,3556,9,1
603,19,67,49,1727,1,0
604,68,56,58,6178,5,1
605,67,40,44,1403,2,1
606,52,40,27,7904,3,1
607,40,33,77,6726,7,1
608,34,6,35,5104,2,1
609,43,19,91,1234,9,1
610,25,40,20,7109,5,1
611,46,59,24,2286,0,1
612,43,59,22,5191,6,1
613,27,48,84,6678,7,1
614,43,41,23,6752,7,1
615,51,13,118,6516,2,1
616,68,45,115,3270,9,1
617,58,53,83,3935,0,1
618,24,42,117,2251,8,1
619,21,63,108,1337,5,1
620,70,27,29,5980,8,1
621,67,38,40,3835,6,1
622,62,60,65,7005,0,1
623,28,7,110,2934,0,1
624,46,5,46,4360,5,1
625,53,45,85,1098,4,1
626,42,58,60,2667,8,1
627,38,31,32,1407,1,1
628,53,23,28,6760,7,1
629,27,42,55,756,4,1
630,54,10,105,2760,1,1
631,26,32,109,2311,9,1
632,41,53,77,2009,5,1
633,52,30,73,3830,9,1
634,66,39,31,2146,7,1
635,52,31,100,6307,3,1
636,65,2,97,3262,1,1
637,53,12,33,1240,4,1
638,35,39,53,6085,1,1
639,66,66,72,366,1,1
640,56,13,39,1945,5,1
641,49,46,94,1808,9,1
642,41,27,35,3730,8,1
643,40,17,114,3311,3,1
644,49,60,89,2393,5,1
645,54,64,75,3832,6,1
646,29,35,102,3929,5,1
647,66,70,77,6638,7,1
648,30,30,23,1610,3,1
649,40,71,23,575,0,1
650,42,63,39,7784,6,1
651,52,28,29,1076,2,1
652,58,60,43,1307,5,1
653,47,37,118,5239,1,1
654,34,22,45,2060,8,1
655,66,68,56,657,0,1
656,37,20,104,5213,5,1
657,65,68,73,7791,5,1
658,42,64,40,5801,4,1
659,39,17,93,7796,4,1
660,30,12,57,982,0,1
661,36,22,65,2294,9,1
662,66,17,23,4861,4,1
663,53,10,79,7571,1,1
664,29,65,76,2767,6,1
665,58,22,64,5967,2,1
666,36,50,39,7063,3,1
667,29,14,36,5059,2,1
668,26,64,90,4777,2,1
669,24,47,23,7266,3,1
670,45,29,112,4890,4,1
671,31,36,33,5447,0,1
672,48,52,22,7369,3,1
673,69,7,107,1710,7,1
674,36,29,99,3588,9,1
675,64,11,77,5435,6,1
676,33,33,74,2554,8,1
677,70,6,23,4594,4,1
678,22,32,43,2046,9,1
679,52,51,53,4910,3,1
680,29,58,49,4899,7,1
681,42,26,101,2908,8,1
682,69,46,38,6742,6,1
683,38,29,50,3925,6,1
684,53,4,79,3636,4,1
685,70,13,79,5910,3,1
686,40,39,38,6168,9,1
687,33,15,68,7217,0,1
688,56,29,82,3902,9,1
689,62,29,102,4277,9,1
690,70,32,41,4799,6,1
691,59,2,43,2070,0,1
692,56,47,95,5906,0,1
693,31,22,49,6242,4,1
694,48,27,77,3922,8,1
695,22,67,50,2919,5,1
696,52,56,119,1002,2,1
697,40,21,83,464,2,1
698,46,47,38,4358,6,1
699,60,59,67,3219,5,1
700,28,6,64,2658,8,1
701,35,19,119,7596,5,1
702,64,57,113,1963,4,1
703,29,69,74,215,9,1
704,26,3,74,7184,6,1
705,27,1,116,2484,0,1
706,61,58,37,5076,6,1
707,34,38,82,6980,2,1
708,55,15,111,4035,8,1
709,24,34,66,5035,5,1
710,63,61,94,6390,8,1
711,30,35,76,7842,4,1
712,57,64,64,5542,6,1
713,59,25,52,2590,3,1
714,26,24,36,7080,6,1
715,67,12,89,5232,0,1
716,44,18,23,1042,6,1
717,19,15,39,7761,7,1
718,22,27,66,1824,4,1
719,46,60,110,2434,1,1
720,54,46,34,2867,4,1
721,55,17,89,1237,5,1
722,36,53,66,2627,1,1
723,25,8,97,4217,5,1
724,65,27,94,3520,5,1
725,62,46,28,5945,0,1
726,18,50,109,4878,0,1
727,39,71,35,4006,9,1
728,69,3,88,3737,2,1
729,34,64,80,3053,9,1
730,24,44,29,6029,9,1
731,42,53,69,2467,2,1
732,62,24,22,4321,3,1
733,21,60,96,376,1,1
734,53,3,113,2099,8,1
735,23,20,89,1327,9,1
736,48,46,100,6437,6,1
737,36,15,70,3852,6,1
738,61,25,38,3835,5,1
739,71,71,61,7814,2,1
740,56,17,54,795,5,1
741,44,9,65,1409,7,1
742,27,38,45,4252,7,1
743,43,48,88,7570,8,1
744,36,60,112,3334,0,1
745,56,63,83,4214,0,0
746,20,2,56,7637,2,1
747,62,11,103,2411,2,1
748,30,64,68,2941,9,1
749,67,21,40,4308,7,1
750,45,18,93,3659,9,1
751,37,64,83,3498,0,1
752,45,38,24,641,1,1
753,25,32,119,2794,1,1
754,58,11,89,4774,2,1
755,56,45,109,1188,5,1
756,18,33,23,3463,0,1
757,20,41,58,124,1,1
758,30,8,54,1672,0,1
759,45,11,20,6244,4,1
760,66,51,43,3058,6,1
761,42,41,76,5768,7,1
762,50,17,119,4336,9,1
763,55,46,89,1867,0,1
764,70,32,60,4843,6,1
765,23,54,73,2335,4,1
766,61,20,65,7395,9,1
767,62,33,79,300,0,1
768,49,40,79,3298,2,1
769,62,32,76,356,6,1
770,64,2,50,3847,9,1
771,38,33,103,4742,0,1
772,33,30,43,2341,6,1
773,71,33,108,6946,4,1
774,38,26,55,3275,0,1
775,28,22,104,3706,0,1
776,54,66,49,3436,0,0
777,53,38,43,4997,8,1
778,52,46,49,5137,2,1
779,36,15,105,7651,4,1
780,37,44,111,7527,9,1
781,35,49,26,513,8,1
782,64,61,54,2114,5,1
783,58,67,74,1481,8,1
784,66,6,111,1198,7,1
785,31,9,33,3526,7,1
786,32,6,29,3755,0,1
787,48,32,99,1009,8,1
788,18,41,35,287,5,1
789,70,8,73,4144,8,1
790,71,50,114,3856,2,1
791,71,62,108,2115,2,1
792,20,62,96,5509,5,1
793,33,7,89,2192,8,1
794,40,4,63,3744,6,1
795,28,6,92,2230,2,1
796,29,58,64,5342,2,1
797,27,22,119,457,1,1
798,49,26,75,5747,8,1
799,33,3,103,5285,2,1
800,25,41,101,7179,4,1
801,55,60,76,5876,8,1
802,29,14,40,2522,7,1
803,41,12,87,4357,1,1
804,45,12,69,7647,2,1
805,70,13,52,7923,1,1
806,25,25,110,7625,7,1
807,45,45,26,7455,5,1
808,53,19,89,6565,5,1
809,43,55,34,4645,8,1
810,25,45,101,1597,7,1
811,67,8,51,5232,3,1
812,45,53,94,6427,3,1
813,45,55,39,2258,8,1
814,54,32,107,6146,0,1
815,58,51,34,2655,1,1
816,53,44,67,5509,1,1
817,44,70,90,2442,5,1
818,71,18,40,7718,3,1
819,34,22,61,3051,9,1
820,26,37,45,1338,2,1
821,50,56,33,1073,2,1
822,70,59,76,4827,2,1
823,37,3,56,4065,5,1
824,30,28,77,5786,7,1
825,45,35,40,1150,6,1
826,65,61,101,3801,3,1
827,46,54,88,2880,3,1
828,30,63,22,7498,9,1
829,63,7,106,1688,1,1
830,52,49,109,3978,0,1
831,23,31,56,2468,8,1
832,35,58,107,7156,1,1
833,68,61,68,7500,7,1
834,22,24,38,5889,8,1
835,64,20,108,536,3,1
836,42,37,104,2928,7,1
837,19,4,31,1656,8,1
838,27,20,80,7670,9,1
839,47,60,60,5272,9,1
840,67,24,52,3958,4,1
841,62,50,69,7580,6,1
842,22,49,87,1404,9,1
843,50,51,90,6969,3,1
844,71,36,105,6274,0,1
845,18,66,52,2484,2,1
846,35,34,100,282,4,1
847,49,36,43,7290,2,1
848,64,6,80,6787,6,1
849,66,39,80,5665,8,1
850,28,42,117,7341,5,1
851,38,58,47,7277,9,1
852,43,12,77,7751,0,1
853,42,3,62,5675,6,1
854,39,18,60,1689,2,1
855,44,40,58,1687,4,1
856,66,21,105,759,9,1
857,30,15,68,259,3,1
858,50,26,36,4053,9,1
859,51,8,117,7281,4,1
860,58,42,89,7445,4,1
861,52,44,89,6655,5,1
862,18,14,117,1111,9,1
863,38,2,84,152,9,1
864,65,37,93,6651,5,1
865,23,69,104,7090,7,1
866,45,38,24,5241,7,1
867,34,41,21,5249,8,1
868,22,62,41,6946,7,1
869,48,60,76,2407,1,1
870,22,14,85,1328,9,1
871,55,2,93,7326,0,1
872,20,70,117,5690,9,1
873,70,17,35,7019,1,1
874,40,28,70,5685,1,1
875,54,66,58,1135,2,1
876,70,35,105,3802,9,1
877,54,5,95,6146,6,1
878,27,65,107,4145,1,1
879,27,40,59,7557,0,1
880,36,56,57,5045,5,1
881,34,36,79,4549,8,1
882,38,45,78,7906,2,1
883,31,23,29,5294,5,1
884,26,47,118,7116,2,1
885,63,31,83,5935,0,1
886,18,11,82,7828,4,1
887,68,10,68,7858,9,1
888,62,67,83,5660,3,1
889,30,14,51,5186,6,1
890,21,10,26,1364,5,1
891,18,1,40,7261,9,1
892,66,5,39,1984,6,1
893,57,20,45,7421,4,1
894,49,8,87,1909,3,1
895,51,43,105,3267,6,1
896,45,1,34,3897,6,1
897,48,57,104,2441,5,1
898,25,64,98,6452,7,1
899,56,28,105,3514,3,1
900,43,37,111,5307,9,1
901,51,47,33,917,4,1
902,71,37,46,5995,3,1
903,71,49,59,6156,0,1
904,20,44,77,2537,7,1
905,67,56,47,6568,0,1
906,29,28,45,7183,4,1
907,18,6,82,988,5,1
908,71,61,85,6051,5,1
909,61,20,44,5376,4,1
910,22,2,22,767,2,1
911,47,37,91,7918,4,1
912,47,20,63,4828,7,1
913,34,26,116,2724,1,1
914,65,29,61,5838,5,1
915,64,1,118,7926,8,1
916,40,35,25,4332,7,1
917,32,70,58,6142,7,1
918,54,59,71,5893,7,1
919,38,69,42,4623,6,1
920,31,33,108,5671,7,1
921,19,51,69,6855,5,1
922,28,12,62,7154,1,1
923,68,20,38,918,1,1
924,56,53,88,2288,7,1
925,55,43,70,1206,0,1
926,51,50,30,2324,5,1
927,55,29,31,297,5,1
928,67,57,93,2771,3,1
929,51,39,27,7835,9,1
930,35,56,43,6191,2,1
931,47,43,111,6934,2,1
932,32,50,60,3592,0,1
933,44,23,55,2548,2,1
934,68,44,104,7965,3,1
